CustomerID,FirstName,LastName,Segment,City,Region,Country,PreferredChannel,LoyaltyTier,SignupDate
300129,Liam,Anderson,Luxury,Bengaluru,India,India,SMS,Silver,2020-10-26
300130,Meera,Kumar,Retail,Dallas,North America,USA,Email,Bronze,2025-08-01
300131,Amelia,Harris,Family,Christchurch,ANZ,New Zealand,Email,Bronze,2025-02-14
300132,Olivia,Wilson,Luxury,San Francisco,North America,USA,Phone,Platinum,2021-01-13
300133,Vihaan,King,Retail,Melbourne,ANZ,Australia,App,Silver,2020-04-14
300134,Aaliyah,Kumar,EV Enthusiast,Los Angeles,North America,USA,App,Bronze,2024-12-09
300135,Amelia,Martin,Fleet,Pune,India,India,Email,Silver,2019-01-15
300136,Meera,Lewis,EV Enthusiast,Melbourne,ANZ,Australia,Email,Silver,2022-08-05
300137,Ava,Jackson,EV Enthusiast,San Francisco,North America,USA,SMS,Silver,2025-08-01
300138,Olivia,Patel,Value Buyer,New York,North America,USA,Email,Silver,2022-08-02
300139,Liam,King,Luxury,Delhi,India,India,Email,Bronze,2019-09-26
300140,Elijah,Walker,Family,Madrid,Europe,Spain,SMS,Platinum,2024-12-27
300141,Mia,Iyer,Retail,Los Angeles,North America,USA,SMS,Bronze,2020-09-21
300142,James,Wright,Retail,Mumbai,India,India,Phone,Bronze,2025-08-27
300143,Lucas,Taylor,Family,Adelaide,ANZ,Australia,Email,Bronze,2022-03-12
300144,Aria,White,Family,Pune,India,India,SMS,Gold,2025-11-20
300145,Ishaan,Harris,Value Buyer,Milan,Europe,Italy,Walk-in,Silver,2023-01-01
300146,Evelyn,Allen,Luxury,Brisbane,ANZ,Australia,Email,Silver,2022-03-28
300147,Ava,Green,Retail,Chicago,North America,USA,App,Platinum,2024-05-01
300148,Aria,White,Family,Perth,ANZ,Australia,App,Bronze,2020-03-08
300149,Olivia,Lewis,Value Buyer,Toronto,North America,Canada,SMS,Gold,2022-01-26
300150,Emma,Clark,Family,Adelaide,ANZ,Australia,App,Bronze,2024-02-28
300151,Olivia,King,Retail,Melbourne,ANZ,Australia,SMS,Silver,2021-11-28
300152,Olivia,Jackson,Retail,Barcelona,Europe,Spain,App,Bronze,2020-03-30
300153,Noah,Hall,Value Buyer,Perth,ANZ,Australia,Walk-in,Silver,2020-08-13
300154,Sophia,Harris,EV Enthusiast,Boston,North America,USA,Email,Silver,2021-01-30
300155,Priya,Green,Value Buyer,Manchester,Europe,UK,Walk-in,Platinum,2022-12-23
300156,Vihaan,Iyer,Retail,Chicago,North America,USA,SMS,Silver,2025-10-07
300157,Amelia,Reddy,Retail,Manchester,Europe,UK,App,Silver,2019-07-04
300158,Aiden,Anderson,Value Buyer,Vancouver,North America,Canada,Email,Silver,2020-06-13
300159,Saanvi,Green,Luxury,Paris,Europe,France,Email,Silver,2023-06-12
300160,Mason,Allen,Corporate,Mumbai,India,India,Phone,Silver,2020-01-14
300161,Lucas,Thomas,Fleet,Seattle,North America,USA,App,Bronze,2021-01-06
300162,Aiden,Reddy,Corporate,Milan,Europe,Italy,SMS,Silver,2025-09-25
300163,Mia,White,Fleet,Mumbai,India,India,App,Platinum,2023-11-21
300164,Priya,Iyer,Corporate,Sydney,ANZ,Australia,App,Bronze,2020-11-07
300165,Aaliyah,Green,EV Enthusiast,Chennai,India,India,Walk-in,Bronze,2020-07-11
300166,Saanvi,Jackson,Luxury,Dallas,North America,USA,Phone,Bronze,2020-11-04
300167,Ethan,Kumar,Value Buyer,Manchester,Europe,UK,Walk-in,Silver,2019-07-01
300168,Emma,Lee,Value Buyer,San Francisco,North America,USA,App,Bronze,2022-04-08
300169,Elijah,Anderson,Luxury,Atlanta,North America,USA,Email,Silver,2020-03-01
300170,Ananya,White,Retail,Seattle,North America,USA,Walk-in,Bronze,2021-01-31
300171,Olivia,Taylor,Retail,Brisbane,ANZ,Australia,App,Silver,2023-07-15
300172,Lucas,King,Retail,Christchurch,ANZ,New Zealand,Email,Bronze,2024-03-15
300173,Aarav,Smith,EV Enthusiast,London,Europe,UK,Email,Silver,2023-06-01
300174,Liam,Kumar,EV Enthusiast,Denver,North America,USA,SMS,Bronze,2020-08-08
300175,Elijah,Wilson,Value Buyer,Atlanta,North America,USA,Walk-in,Silver,2023-07-10
300176,Emma,Young,Fleet,Munich,Europe,Germany,SMS,Silver,2019-05-08
300177,Ava,Lewis,Retail,Mumbai,India,India,Phone,Bronze,2022-09-27
300178,Mia,Johnson,Retail,Denver,North America,USA,SMS,Silver,2021-12-12
300179,Ananya,Clark,Retail,Auckland,ANZ,New Zealand,App,Bronze,2023-06-07
300180,Harper,Nair,EV Enthusiast,Sydney,ANZ,Australia,Email,Gold,2021-05-13
300181,Ananya,Harris,Family,Los Angeles,North America,USA,Walk-in,Silver,2025-01-10
300182,Saanvi,Hall,Retail,Chennai,India,India,Email,Silver,2020-05-26
300183,Saanvi,Green,Retail,Auckland,ANZ,New Zealand,Email,Platinum,2025-06-01
300184,Liam,Kumar,Luxury,Seattle,North America,USA,Phone,Silver,2020-04-18
300185,Emma,Jackson,Retail,Miami,North America,USA,Phone,Platinum,2022-04-04
300186,Ava,Allen,EV Enthusiast,Denver,North America,USA,Email,Bronze,2020-08-10
300187,Emma,Reddy,Value Buyer,Phoenix,North America,USA,Phone,Bronze,2025-09-25
300188,Mia,Iyer,Luxury,Bengaluru,India,India,Email,Gold,2023-03-07
300189,Charlotte,Lewis,EV Enthusiast,Bengaluru,India,India,App,Bronze,2020-03-25
300190,Emma,Patel,Corporate,Atlanta,North America,USA,SMS,Bronze,2025-05-13
300191,Aiden,Lee,Retail,Amsterdam,Europe,Netherlands,Email,Bronze,2024-01-08
300192,Riya,Thomas,Luxury,Melbourne,ANZ,Australia,App,Bronze,2021-12-02
300193,Saanvi,Lewis,Retail,Berlin,Europe,Germany,Email,Gold,2025-03-03
300194,Meera,White,Value Buyer,Brisbane,ANZ,Australia,Email,Silver,2023-02-18
300195,Mason,Clark,Retail,Portland,North America,USA,App,Platinum,2023-06-29
300196,Kiran,Allen,Corporate,Denver,North America,USA,Email,Silver,2024-08-25
300197,Ishaan,Martin,Retail,Paris,Europe,France,SMS,Bronze,2020-07-17
300198,Daniel,Johnson,Family,Manchester,Europe,UK,Email,Silver,2019-01-25
300199,James,Iyer,Retail,Dallas,North America,USA,App,Silver,2023-09-07
300200,Saanvi,Harris,Value Buyer,Madrid,Europe,Spain,Walk-in,Silver,2022-12-01
300201,Riya,Smith,Family,Mumbai,India,India,Phone,Bronze,2022-07-23
300202,Aaliyah,Sharma,EV Enthusiast,Mumbai,India,India,App,Platinum,2023-07-18
300203,Mia,Wilson,Value Buyer,Miami,North America,USA,Email,Bronze,2024-06-14
300204,Ava,Johnson,EV Enthusiast,Phoenix,North America,USA,Walk-in,Gold,2021-08-09
300205,Vihaan,Iyer,Family,San Francisco,North America,USA,App,Bronze,2021-08-25
300206,Aarav,Lewis,Retail,San Francisco,North America,USA,Phone,Gold,2023-12-08
300207,Kiran,Walker,Retail,Miami,North America,USA,Phone,Platinum,2023-09-27
300208,Lucas,Nair,Luxury,Auckland,ANZ,New Zealand,Email,Gold,2023-12-28
300209,Evelyn,Thomas,Family,Melbourne,ANZ,Australia,Email,Bronze,2024-11-25
300210,Elijah,Lee,Luxury,Delhi,India,India,Walk-in,Silver,2022-10-28
300211,Meera,Clark,EV Enthusiast,San Francisco,North America,USA,Walk-in,Silver,2021-10-11
300212,Amelia,Iyer,EV Enthusiast,Seattle,North America,USA,App,Bronze,2025-02-23
300213,Vihaan,Wright,Luxury,Barcelona,Europe,Spain,SMS,Silver,2025-01-21
300214,Evelyn,Scott,Fleet,Madrid,Europe,Spain,SMS,Gold,2025-05-23
300215,Ishaan,Iyer,Value Buyer,Miami,North America,USA,Walk-in,Silver,2023-11-21
300216,Ishaan,White,Luxury,Los Angeles,North America,USA,SMS,Silver,2023-02-20
300217,Charlotte,Wright,Retail,Seattle,North America,USA,App,Silver,2025-03-08
300218,Aaliyah,Martin,Value Buyer,Toronto,North America,Canada,Email,Gold,2020-08-03
300219,Vihaan,Smith,Luxury,Delhi,India,India,SMS,Platinum,2019-12-07
300220,Aiden,Patel,Retail,Berlin,Europe,Germany,Phone,Gold,2025-06-01
300221,Ava,Clark,Family,Perth,ANZ,Australia,Email,Silver,2021-07-01
300222,Meera,Allen,Retail,Bengaluru,India,India,Phone,Bronze,2021-05-30
300223,Sophia,Walker,Value Buyer,Adelaide,ANZ,Australia,Email,Bronze,2022-08-15
300224,Riya,Allen,Retail,Wellington,ANZ,New Zealand,SMS,Gold,2022-11-13
300225,Sophia,White,Retail,Lyon,Europe,France,Walk-in,Bronze,2020-02-03
300226,Aarav,Kumar,Family,Chicago,North America,USA,SMS,Silver,2019-12-30
300227,Riya,Reddy,Luxury,Madrid,Europe,Spain,Phone,Bronze,2022-01-13
300228,Lucas,Young,Retail,Barcelona,Europe,Spain,Email,Silver,2024-01-10
300229,Riya,Young,Luxury,Manchester,Europe,UK,Phone,Platinum,2023-08-01
300230,Isabella,Smith,Value Buyer,Manchester,Europe,UK,Walk-in,Silver,2024-11-18
300231,Isabella,Harris,Family,Melbourne,ANZ,Australia,SMS,Bronze,2023-01-19
300232,Harper,Wilson,Family,San Francisco,North America,USA,SMS,Silver,2025-11-14
300233,Riya,Kumar,Value Buyer,Mumbai,India,India,Walk-in,Silver,2023-11-20
300234,Lucas,Allen,Value Buyer,Phoenix,North America,USA,Email,Silver,2021-01-19
300235,Ava,Clark,Retail,Chennai,India,India,Walk-in,Bronze,2025-09-24
300236,Isabella,Scott,Retail,Houston,North America,USA,SMS,Platinum,2025-08-10
300237,Noah,Sharma,EV Enthusiast,Delhi,India,India,App,Gold,2024-10-10
300238,Aaliyah,Iyer,EV Enthusiast,London,Europe,UK,Walk-in,Bronze,2022-09-06
300239,Riya,Walker,Value Buyer,Adelaide,ANZ,Australia,Email,Bronze,2020-03-06
300240,Lucas,Young,Family,Perth,ANZ,Australia,Phone,Bronze,2023-08-25
300241,Priya,Hall,Luxury,Dallas,North America,USA,Walk-in,Bronze,2024-06-25
300242,Meera,White,Luxury,Amsterdam,Europe,Netherlands,Email,Platinum,2020-03-31
300243,Liam,King,Retail,Chennai,India,India,Email,Silver,2024-01-16
300244,Ananya,Johnson,Luxury,Madrid,Europe,Spain,App,Gold,2022-05-07
300245,Noah,Scott,Corporate,Berlin,Europe,Germany,Phone,Silver,2023-11-30
300246,Harper,Singh,Retail,Madrid,Europe,Spain,App,Bronze,2024-03-27
300247,Riya,Jackson,EV Enthusiast,Sydney,ANZ,Australia,Email,Bronze,2022-12-23
300248,Isabella,Lee,Family,Wellington,ANZ,New Zealand,Phone,Platinum,2024-12-20
300249,Priya,Brown,Retail,Perth,ANZ,Australia,SMS,Silver,2021-01-23
300250,Olivia,Singh,Retail,Bengaluru,India,India,SMS,Silver,2020-06-28
300251,Vihaan,Reddy,Luxury,Denver,North America,USA,Email,Platinum,2019-05-11
300252,Daniel,Walker,EV Enthusiast,Chennai,India,India,Phone,Silver,2023-12-14
300253,Vihaan,Nair,Family,Seattle,North America,USA,Walk-in,Silver,2022-03-31
300254,Emma,Jackson,Value Buyer,Perth,ANZ,Australia,App,Bronze,2020-04-07
300255,Ethan,Kumar,Luxury,Bengaluru,India,India,SMS,Silver,2025-05-22
300256,Liam,Martin,Retail,Chicago,North America,USA,Walk-in,Gold,2025-10-26
300257,Meera,Nair,Family,Sydney,ANZ,Australia,Phone,Silver,2021-08-05
300258,Sophia,Kumar,Luxury,Melbourne,ANZ,Australia,Walk-in,Gold,2020-07-28
300259,Isabella,Allen,Value Buyer,Miami,North America,USA,Phone,Bronze,2025-10-03
300260,Saanvi,Sharma,EV Enthusiast,Barcelona,Europe,Spain,Email,Silver,2020-09-03
300261,Ananya,Moore,Retail,Melbourne,ANZ,Australia,Email,Bronze,2023-06-14
300262,Sophia,Thomas,Retail,Auckland,ANZ,New Zealand,SMS,Bronze,2023-10-24
300263,Ethan,Nair,Retail,Paris,Europe,France,Email,Platinum,2024-11-05
300264,Saanvi,Wright,Luxury,Amsterdam,Europe,Netherlands,Email,Bronze,2021-10-27
300265,Ananya,Lee,EV Enthusiast,London,Europe,UK,Email,Bronze,2020-04-24
300266,Aiden,Clark,Family,Delhi,India,India,Walk-in,Bronze,2019-06-19
300267,Amelia,Brown,Family,Christchurch,ANZ,New Zealand,Email,Silver,2019-04-19
300268,Noah,Jackson,EV Enthusiast,Delhi,India,India,SMS,Platinum,2022-09-10
300269,Isabella,Anderson,Family,Boston,North America,USA,Email,Platinum,2019-09-09
300270,Lucas,Thomas,Retail,Milan,Europe,Italy,Email,Silver,2025-03-21
300271,Aiden,Hall,Family,Auckland,ANZ,New Zealand,App,Bronze,2024-04-04
300272,Lucas,Kumar,Family,Seattle,North America,USA,Phone,Silver,2025-07-07
300273,Mia,Lee,Value Buyer,Chicago,North America,USA,App,Gold,2024-07-06
300274,Vihaan,Patel,Family,Bengaluru,India,India,Phone,Bronze,2021-09-28
300275,Meera,Taylor,Retail,Delhi,India,India,Phone,Silver,2023-04-17
300276,Mia,Singh,Retail,Berlin,Europe,Germany,Email,Silver,2021-05-09
300277,Charlotte,Smith,EV Enthusiast,Munich,Europe,Germany,Phone,Silver,2020-04-06
300278,Aaliyah,Clark,Family,Mumbai,India,India,App,Gold,2022-09-01
300279,Ethan,Reddy,Retail,Manchester,Europe,UK,Walk-in,Gold,2019-05-04
300280,Ethan,Hall,Retail,Houston,North America,USA,SMS,Silver,2022-04-02
300281,Saanvi,King,Value Buyer,Madrid,Europe,Spain,App,Bronze,2020-01-29
300282,Mia,King,Retail,Paris,Europe,France,SMS,Silver,2021-11-09
300283,Saanvi,Martin,EV Enthusiast,Hyderabad,India,India,SMS,Silver,2019-01-12
300284,Liam,Lewis,Retail,Phoenix,North America,USA,App,Bronze,2023-09-18
300285,Amelia,Patel,Family,Lyon,Europe,France,Email,Gold,2023-10-02
300286,Aiden,Iyer,Corporate,San Francisco,North America,USA,Phone,Silver,2019-11-06
300287,Daniel,Sharma,EV Enthusiast,Melbourne,ANZ,Australia,Email,Bronze,2025-12-29
300288,Riya,Allen,Retail,Christchurch,ANZ,New Zealand,Email,Bronze,2023-12-25
300289,Saanvi,Lewis,Luxury,Berlin,Europe,Germany,Phone,Silver,2019-05-29
300290,Ananya,Scott,Retail,Mumbai,India,India,SMS,Gold,2025-11-20
300291,Sophia,Young,EV Enthusiast,Portland,North America,USA,SMS,Bronze,2025-04-23
300292,Kiran,Anderson,Corporate,Los Angeles,North America,USA,Phone,Gold,2024-11-16
300293,Aarav,Lee,Retail,Munich,Europe,Germany,Email,Bronze,2021-09-12
300294,James,Anderson,Retail,Barcelona,Europe,Spain,App,Platinum,2019-09-03
300295,Saanvi,Clark,EV Enthusiast,Atlanta,North America,USA,Phone,Bronze,2020-03-06
300296,Aarav,Anderson,Retail,Delhi,India,India,Email,Gold,2025-05-01
300297,Ishaan,Wilson,EV Enthusiast,Wellington,ANZ,New Zealand,SMS,Gold,2021-03-17
300298,Aaliyah,Martin,Value Buyer,London,Europe,UK,App,Silver,2022-04-13
300299,Noah,Clark,Corporate,Perth,ANZ,Australia,SMS,Bronze,2021-06-18
300300,Saanvi,Brown,Retail,Madrid,Europe,Spain,Email,Bronze,2022-05-13
300301,Lucas,Singh,Family,Vancouver,North America,Canada,Email,Bronze,2024-01-24
300302,Noah,King,Value Buyer,Lyon,Europe,France,Walk-in,Gold,2021-07-20
300303,Elijah,Hall,Retail,Seattle,North America,USA,Walk-in,Silver,2024-11-22
300304,Meera,Allen,Family,Denver,North America,USA,SMS,Bronze,2023-05-19
300305,Ananya,Hall,Family,Perth,ANZ,Australia,Walk-in,Bronze,2023-09-22
300306,Aarav,Johnson,Family,Adelaide,ANZ,Australia,SMS,Bronze,2024-10-08
300307,Liam,Anderson,Luxury,Los Angeles,North America,USA,App,Silver,2020-10-05
300308,Aaliyah,Anderson,Retail,Madrid,Europe,Spain,SMS,Bronze,2023-09-13
300309,Daniel,Anderson,Value Buyer,Chicago,North America,USA,Phone,Gold,2024-09-04
300310,Evelyn,Harris,Retail,Christchurch,ANZ,New Zealand,SMS,Bronze,2024-11-28
300311,Elijah,Green,Value Buyer,Delhi,India,India,SMS,Silver,2020-12-26
